Symbol,Company Name,Security Type,Security Price,Market Capitalization,Sector/Industry,Industry,Volume (90 Day Avg),Price Performance (52 Weeks),Total Return (5 Yr Annualized),Standard Deviation (5 Yr Annualized),P/E (Next Year's Estimate),Beta (5 Yr Annualized),Dividend Yield,Shares Outstanding,Institutional Ownership,Beta (10 Yr Annualized),Beta (1 Year Annualized)
BBW,Build-A-Bear Workshop Inc,CS,12.84,$221.2M,Consumer Discretionary,Specialty Retail,0.25017,-33.03571,16.13592,0.48763,12.96693,1.153903848,,16.385,75.3701,1.650760134,0.04687454
GBNK,Guaranty Bancorp,CS,17.54,$396.2M,Financials,Banks,0.0325,16.28838,23.47453,0.311,14.73146,1.154948992,2.29621,22.746,84.6905,1.142454791,0.55045915
GTY,Getty Realty Corp.,CSRT,17.41,$560.2M,Financials,Real Estate Investment Trusts (REITs),0.15048,-7.04897,-6.5469,0.2679,17.64211,1.156222266,5.72792,33.422,51.3255,0.915043081,0.521513045
ALL,Allstate Corp (The),CS,62.76,$24.3B,Financials,Insurance,3.07075,-6.93128,19.10883,0.17666,11.3717,1.156330013,1.90961,387.306,75.6416,1.405678342,0.699351105
SORL,SORL Auto Parts Inc,CS,2.35,$45.4M,Consumer Discretionary,Auto Components,0.03034,-44.70588,-23.17286,0.49813,3.41143,1.15720203,,19.305,5.2973,1.625229188,0.284394575
GGP,General Growth Properties Inc,CSRT,25.46,$22.9B,Financials,Real Estate Investment Trusts (REITs),4.50422,-3.46627,14.32913,0.25824,40.40562,1.157815149,2.77992,882.495,93.2681,3.010323854,0.664659277
NEO,Neogenomics Inc,CS,7.98,$484.6M,Health Care,Life Sciences Tools & Services,0.40255,84.17431,42.84872,0.52529,78.72549,1.158456796,,60.351,63.5747,0.929415562,0.931433725
FDX,FedEx Corp.,CS,158.55,$46.3B,Industrials,Air Freight & Logistics,1.78363,-6.27713,13.91046,0.20887,13.45331,1.161296508,0.60942,282.379,73.746,1.191778567,0.90127409
SLAB,Silicon Laboratories Inc.,CS,54.11,$2.2B,Information Technology,Semiconductors & Semiconductor Equipment,0.29448,16.10666,4.4075,0.2975,23.49956,1.161537502,,41.575,93.1911,1.23161546,1.119302838
SNBC,Sun Bancorp Inc,CS,21.91,$412.6M,Financials,Banks,0.01674,16.49974,0.3669,0.33067,50.22727,1.162223947,,18.67,65.5579,1.371694815,0.399076137
BRC,Brady Corp,CS,26.4,$1.3B,Industrials,Commercial Services & Supplies,0.28721,3.53774,-0.63794,0.23887,17.58344,1.1629838,3.07517,50.58,86.0047,1.333887756,0.857248194
BKE,Buckle Inc. (The),CS,31.76,$1.6B,Consumer Discretionary,Specialty Retail,0.40357,-32.42658,4.0808,0.29156,10.32136,1.163242615,2.8083,48.512,59.8581,0.942344792,0.316916204
SCS,Steelcase Inc.,CS,20,$2.5B,Industrials,Commercial Services & Supplies,0.50088,13.97183,19.81542,0.29376,14.95522,1.164373467,2.22442,122.15,92.1559,1.174349562,0.924127214
TMK,Torchmark Corp,CS,60.63,$7.5B,Financials,Insurance,0.71662,13.39535,19.8766,0.15199,13.65887,1.164788102,0.88597,123.33,75.9444,1.477612183,0.808286238
ASH,Ashland Inc,CS,112.65,$7.5B,Materials,Chemicals,0.68531,-0.97797,18.38481,0.22743,13.16659,1.165131649,1.38802,66.805,86.1817,2.357712181,0.762817126
PLCM,Polycom Inc,CS,13.63,$1.8B,Information Technology,Communications Equipment,1.31014,0.67315,-6.11208,0.38045,14.81195,1.165526507,,132.449,97.9575,1.036326525,1.532695276
MRLN,Marlin Business Services Corp,CS,17.39,$215.2M,Financials,Diversified Financial Services,0.04395,4.21706,16.15437,0.40906,10.93038,1.166059529,3.23699,12.441,76.856,0.727142614,0.879903186
FFG,FBL Financial Group Inc.,CS,68.3,$1.7B,Financials,Insurance,0.03866,37.88583,24.12763,0.23572,15.21348,1.166236726,2.33747,24.781,29.6864,2.082610357,0.876851014
MWE,MarkWest Energy Partners LP,UT,48,$9.4B,Energy,"Oil, Gas & Consumable Fuels",1.46806,-38.00568,7.37359,0.2652,52.9711,1.16656929,8.11873,205.919,80.9334,1.032415645,1.164859452
PGI,Premiere Global Services Inc,CS,13.865,$629.8M,Telecommunication Services,Diversified Telecommunication Services,0.5847,25.41899,13.63172,0.34343,13.68687,1.166651725,,46.754,71.7894,1.359591927,1.446895627
ACN,Accenture PLC,CS,107.23,$70.3B,Information Technology,IT Services,2.56416,26.20082,22.34124,0.19243,18.79937,1.167654049,2.04727,653.97,62.2549,0.882600978,1.1445255
SCVL,Shoe Carnival Inc,CS,19.51,$410.3M,Consumer Discretionary,Specialty Retail,0.10161,-0.1992,3.1913,0.36806,12.08685,1.168322827,1.29741,20.475,65.6794,1.614090746,0.755796434
MW,Men's Wearhouse Inc. (The),CS,19.96,$998.6M,Consumer Discretionary,Specialty Retail,1.48307,-56.15711,-4.53704,0.41868,8.41073,1.169005041,3.48668,48.357,96.2178,1.589666903,0.663024185
TTEK,Tetra Tech Inc,CS,27.79,$1.7B,Industrials,Commercial Services & Supplies,0.35673,2.30011,4.22004,0.23686,13.64832,1.16904428,1.14204,59.027,90.6759,1.050501172,1.132069438
PKX,Posco,DR,36.39,$11.7B,Materials,Metals & Mining,0.47995,-48.11133,-15.71065,0.26231,10.86099,1.169727655,4.87904,319.975,7.8718,1.498100238,1.388341604
DPM,DCP Midstream Partners LP,UT,25.41,$2.9B,Energy,"Oil, Gas & Consumable Fuels",0.6174,-51.08527,0.06112,0.27041,10.75874,1.17096906,12.36133,114.74,68.7529,,2.082636471
SEIC,SEI Investments Co,CS,54.39,$9B,Financials,Capital Markets,0.80533,38.09644,20.89173,0.20298,24.14406,1.171233119,0.87751,164.639,67.9439,1.118974258,0.763818034
PTR,Petrochina Co Ltd,DR,71.21,$14.8B,Energy,"Oil, Gas & Consumable Fuels",0.17017,-37.87129,-6.76003,0.26811,15.3781,1.172888803,3.6242,210.989,,1.270419359,1.904681036
CDNS,Cadence Design Systems Inc,CS,22.295,$6.7B,Information Technology,Software,2.96099,18.79979,22.55852,0.19947,18.6802,1.172929904,,297.496,98.4698,1.398739713,1.009681865
FNHC,Federated National Holding Co,CS,28.56,$414.1M,Financials,Insurance,0.09392,14.7024,55.92019,0.44065,10.41899,1.173296367,0.68729,14.231,61.2661,0.966659696,0.926053926
SNI,Scripps Networks Interactive Inc,CS,56.78,$7.4B,Consumer Discretionary,Media,1.56081,-25.94588,2.97236,0.24614,12.00416,1.173859105,1.59335,128.567,91.0471,,1.010177512
FFBC,First Financial Bancorp.,CS,20.15,$1.2B,Financials,Banks,0.20987,11.26449,9.13518,0.20207,14.27454,1.174526265,3.17618,61.645,74.7151,0.961840071,0.723306924
EL,Estee Lauder Companies Inc. (The),CS,84.11,$31.5B,Consumer Staples,Personal Products,2.17968,16.50048,18.94148,0.22836,23.54776,1.174838875,1.40696,369.237,94.5459,1.21139595,1.139628708
ADI,Analog Devices Inc.,CS,61.65,$18.9B,Information Technology,Semiconductors & Semiconductor Equipment,3.05,10.79545,14.19865,0.19332,16.58436,1.175881768,2.64682,312.061,87.9996,1.094430155,1.375162115
UFI,UNIFI INC.,CS,29.85,$533.9M,Consumer Discretionary,"Textiles, Apparel & Luxury Goods",0.08704,6.46307,15.61997,0.34907,12.78205,1.176949893,,17.807,69.6754,1.607618885,0.852242306
KIM,Kimco Realty Corp,CSRT,26.1,$10.9B,Financials,Real Estate Investment Trusts (REITs),3.29798,3.89917,14.19463,0.22174,49.33837,1.177168232,3.63912,413.31,91.5397,1.61719509,0.628743936
MYE,Myers Industries Inc.,CS,15.49,$464.5M,Materials,Containers & Packaging,0.12958,-6.26521,12.1667,0.33274,17.75679,1.177483489,3.50422,30.14,87.1482,2.076180199,0.797489795
PCTI,PCTEL Inc,CS,5.33,$88.4M,Information Technology,Communications Equipment,0.05033,-39.66346,-2.92667,0.29736,16.53333,1.17756515,3.98406,17.617,79.8439,1.257147114,0.499516796
TCBI,Texas Capital Bancshares Inc,CS,59.28,$2.7B,Financials,Banks,0.42219,2.37317,26.20928,0.26945,17.38102,1.177581701,,45.844,95.62,1.024449127,0.991867586
SLM,SLM Corp,CS,6.755,$2.9B,Financials,Consumer Finance,3.79523,-30.68182,5.11544,0.24446,10.19667,1.177840046,,426.108,99.9704,1.317126381,0.82380552
RENT,Rentrak Corp,CS,48.34,$757.6M,Consumer Discretionary,Media,0.23992,-42.49037,13.52886,0.53123,35.77289,1.1778701,,15.374,76.1561,1.052077183,0.824467356
AON,Aon PLC,CS,94.74,$25.9B,Financials,Insurance,1.28249,3.10458,19.77579,0.18465,14.47248,1.178332816,1.26783,273.917,72.0339,0.720677159,0.810262974
EXAC,Exactech Inc,CS,17.49,$246.9M,Health Care,Health Care Equipment & Supplies,0.04959,-22.35502,-0.40551,0.26484,15.22569,1.178694757,,14.078,63.6488,0.790266477,0.620447542
VRA,Vera Bradley Inc,CS,11.91,$445M,Consumer Discretionary,"Textiles, Apparel & Luxury Goods",0.45949,-46.70305,-17.54509,0.39278,14.56227,1.178722613,,37.972,61.4122,,0.269202267
AOS,A. O. Smith Corp,CS,79.74,$7.1B,Industrials,Building Products,0.82433,48.01391,35.7633,0.23719,22.88059,1.179420481,0.9399,88.02,88.3949,0.940525674,0.738359455
TXN,Texas Instruments Inc,CS,58.14,$58.4B,Information Technology,Semiconductors & Semiconductor Equipment,7.74696,5.92674,15.03728,0.19958,19.3771,1.179440886,2.64118,1014.412,86.8962,1.117869363,1.30669654
CFNL,Cardinal Financial Corp,CS,24.6,$792.7M,Financials,Banks,0.14342,31.32337,20.49061,0.24265,16.62602,1.179760148,1.78789,32.21,83.7628,1.063255317,0.63988485
EZPW,EZCORP Inc,CS,5.79,$316.9M,Financials,Consumer Finance,0.35155,-47.26277,-25.9158,0.34326,4.07904,1.180348116,,54.82,85.5053,0.913347866,0.889373881
NTRS,Northern Trust Corp,CS,74.94,$17.5B,Financials,Capital Markets,1.29472,11.72903,10.79314,0.18272,17.61804,1.18050488,1.90627,231.22,83.4416,0.890843557,0.889139025
BEAT,BioTelemetry Inc,CS,12.58,$351.9M,Health Care,Health Care Providers & Services,0.44161,32.95572,24.88419,0.72628,23.05357,1.180874706,,27.26,75.0472,,-0.11574491
ADM,Archer-Daniels-Midland Co,CS,36.5,$21.8B,Consumer Staples,Food Products,4.13259,-31.44039,6.90055,0.25784,11.71539,1.180989539,3.07186,596.74,75.6839,0.500743425,1.048011252
DISCB,Discovery Communications Inc,CS,30.7535,$201.1M,Consumer Discretionary,Media,0.00083,-15.13935,7.57322,0.28045,15.85206,1.181268308,,6.538,0.3485,1.166720247,
HAS,Hasbro Inc.,CS,73.11,$9.4B,Consumer Discretionary,Leisure Products,1.26813,29.63536,13.04757,0.22038,19.02322,1.181801978,2.44129,124.624,82.1135,1.014741181,0.829454526
MYRG,MYR Group Inc,CS,21.2,$426.6M,Industrials,Construction & Engineering,0.17809,-22.21805,6.65759,0.30946,14.77857,1.183120973,,20.617,95.5432,,0.652151663
VIVO,Meridian Bioscience Inc,CS,19.57,$825.1M,Health Care,Health Care Equipment & Supplies,0.2238,19.22845,1.1911,0.26971,21.37363,1.184364354,4.04449,41.715,90.5314,0.82503111,0.764204643
FBNC,First Bancorp/NC,CS,19.48,$389.2M,Financials,Banks,0.03397,11.50794,9.11087,0.30115,14.38917,1.184407919,1.62684,19.785,53.7484,0.965074734,0.859828857
PRXL,PAREXEL International Corp,CS,67.83,$3.7B,Health Care,Life Sciences Tools & Services,0.72215,18.8663,28.92327,0.29728,17.41919,1.184600168,,53.239,95.5782,1.101744699,0.749785534
TESS,TESSCO Technologies Inc,CS,21.24,$176.5M,Information Technology,Communications Equipment,0.02414,-25.61868,10.13305,0.44353,16.65116,1.185341524,3.74883,8.273,59.9571,1.091237048,1.83642224
NANO,Nanometrics Inc,CS,15.77,$375.9M,Information Technology,Semiconductors & Semiconductor Equipment,0.1035,2.1025,5.85888,0.35644,32.51572,1.185988172,,24.188,84.6703,1.710107006,1.309135411
DEG,Etablissements Delhaize Freres Et Cie Le Lion - Gr,DR,24.8499,$10.3B,Consumer Staples,Food & Staples Retailing,0.08734,35.21127,10.95367,0.26668,18.32719,1.186167987,1.7992,411.798,1.4657,0.858109483,0.515311531
ALG,Alamo Group Inc.,CS,57.14,$645.5M,Industrials,Machinery,0.05686,15.37676,17.80645,0.32305,13.14232,1.186620524,0.56637,11.424,92.0368,1.212605141,0.589791528
JBL,Jabil Circuit Inc,CS,25.58,$4.8B,Information Technology,Electronic Equipment Instruments & Components,2.56398,21.56489,13.52783,0.31023,9.05546,1.186625762,1.25589,189.273,94.8665,1.819690519,1.205645443
NSC,Norfolk Southern Corp,CS,95.09,$28.5B,Industrials,Road & Rail,2.37656,-18.61775,12.18546,0.22944,16.25703,1.186814069,2.47431,298.57,68.0625,1.091054897,1.30563473
OLN,Olin Corp,CS,21.77,$3.6B,Materials,Chemicals,3.35654,-13.89764,7.16288,0.29152,14.04473,1.186987809,3.65798,165.113,57.5692,1.238449643,0.97832858
OTEX,Open Text Corp,CS,48.45,$5.9B,Information Technology,Software,0.33831,-17.84437,18.32425,0.28801,12.92853,1.187164843,1.65803,121.372,70.6213,0.874376241,1.009337619
APH,Amphenol Corp,CS,55.05,$16.9B,Information Technology,Electronic Equipment Instruments & Components,1.31267,3.73726,17.52687,0.18592,21.61227,1.188552872,1.01892,308.261,99.1641,1.314051644,0.904292168
AEIS,Advanced Energy Industries Inc.,CS,29.17,$1.2B,Information Technology,Semiconductors & Semiconductor Equipment,0.30176,38.80952,19.80577,0.37126,13.50164,1.188953389,,41.042,96.596,1.7083209,1.067776262
ACOR,Acorda Therapeutics Inc,CS,38.19,$1.6B,Health Care,Biotechnology,0.72325,3.74898,7.28436,0.4019,36.38623,1.189292737,,43.155,96.0757,,1.117256339
KNL,Knoll Inc,CS,22.26,$1.1B,Industrials,Commercial Services & Supplies,0.23775,21.03321,10.40197,0.28275,13.73098,1.190533437,2.09059,48.826,96.0895,1.083005591,0.94370034
CUI,CUI Global Inc,CS,6.98,$142.7M,Information Technology,Electronic Equipment Instruments & Components,0.06063,-10.90909,-5.28553,0.53027,23.92857,1.190831456,,20.805,58.2737,1.499261599,1.380090459
OZRK,Bank of the Ozarks,CS,54.29,$4.8B,Financials,Banks,0.63179,42.64901,43.63541,0.25866,21.48606,1.191119729,1.07707,88.269,80.5282,0.865138785,1.214695057
LNN,Lindsay Corp,CS,69.8,$793.4M,Industrials,Machinery,0.1154,-20.59654,3.77517,0.26304,20.08,1.192086435,1.59363,11.289,93.6045,1.344374071,0.792573334
PMCS,PMC-Sierra Inc.,CS,11.825,$2.4B,Information Technology,Semiconductors & Semiconductor Equipment,6.60856,43.30519,9.63546,0.45096,17.76772,1.193504169,,198.759,90.3465,1.547546157,1.766960162
GLP,Global Partners LP,UT,24.76,$856.4M,Energy,"Oil, Gas & Consumable Fuels",0.11687,-43.21461,7.11452,0.36049,16.98391,1.193533796,11.07582,33.996,40.5026,0.636125832,1.108946723
TCB,TCF Financial Corp,CS,15.32,$2.6B,Financials,Banks,1.17586,-0.1933,4.26935,0.20957,12.80862,1.193681487,1.93673,169.574,79.5455,0.738276524,0.75865024
CAL,Caleres Inc,CS,28.1,$1.3B,Consumer Discretionary,Specialty Retail,0.26472,-8.98981,18.04482,0.399,13.19301,1.194181755,0.95044,43.712,85.8084,1.886898118,0.445177239
ITW,Illinois Tool Works Inc.,CS,93.97,$33.9B,Industrials,Machinery,1.73127,-2.43902,17.38081,0.19395,16.90929,1.194219764,2.36052,363.492,75.417,1.110172697,0.9677816
HELE,Helen of Troy Ltd,CS,103.41,$2.9B,Consumer Discretionary,Household Durables,0.24266,61.32323,34.15047,0.28999,16.9141,1.19477456,,28.099,96.4024,1.444434125,0.694574143
BREW,Craft Brew Alliance Inc,CS,9.72,$176.8M,Consumer Staples,Beverages,0.067,-32.74982,6.65738,0.37741,38.04167,1.194899941,,19.172,22.802,0.8855283,1.415498336
KEP,Korea Electric Power Corp,DR,21.17,$27.6B,Utilities,Electric Utilities,0.30067,6.01578,12.24471,0.31479,5.64136,1.195518931,,1283.928,2.6558,1.316243892,0.787618151
HON,Honeywell International Inc,CS,103.98,$80.2B,Industrials,Aerospace & Defense,3.46622,5.02624,18.35817,0.16608,15.95278,1.196001587,2.28714,770.691,76.8188,1.302403416,1.325120567
RPM,RPM International Inc,CS,46.96,$6.3B,Materials,Chemicals,0.63032,-1.35955,21.14475,0.18785,16.65363,1.196493104,2.33249,133.046,73.5618,1.323842901,0.806141224
SMI,Semiconductor Manufacturing International Corp,DR,5.25,$3.8B,Information Technology,Semiconductors & Semiconductor Equipment,0.05767,3.32031,7.46966,0.38889,13.06024,1.197180751,,720.863,1.1473,1.545318581,1.000642296
MNI,McClatchy Co (The),CS,1.59,$134.8M,Consumer Discretionary,Media,0.30924,-53.41246,-13.11034,0.83817,19.625,1.198205733,,85.859,52.7294,2.555590394,1.495920008
GES,Guess ? Inc.,CS,19.69,$1.8B,Consumer Discretionary,Specialty Retail,1.19523,-6.92545,-11.19682,0.30699,19.96216,1.198396369,4.2654,85.759,86.9988,1.559342629,0.911177446
CCM,Concord Medical Services Holding Ltd,DR,4.8449,$213.5M,Health Care,Health Care Providers & Services,0.03093,-33.09859,-3.70662,0.44127,13.31429,1.198748141,,16.606,14.3984,,1.238213052
ESIO,Electro Scientific Industries Inc,CS,5.06,$155.2M,Information Technology,Electronic Equipment Instruments & Components,0.1179,-30.45897,-15.09997,0.35223,26.42105,1.199427233,,31.033,73.4097,1.286896206,0.921951428
CBB,Cincinnati Bell Inc,CS,3.77,$793.3M,Telecommunication Services,Diversified Telecommunication Services,0.78469,6.17978,9.23885,0.34117,29.29134,1.199454959,,209.867,76.6968,1.44193011,1.667405539
RECN,Resources Connection Inc,CS,18.26,$666.3M,Industrials,Professional Services,0.16158,15.74194,3.81961,0.30298,18.56701,1.199779019,2.22965,37.143,86.9894,1.095652279,0.538918513
CAE,CAE Inc.,CS,11.39,$3B,Industrials,Aerospace & Defense,0.03524,-15.91928,2.24664,0.21814,15.93326,1.199925493,1.99429,267.181,62.8945,1.339696138,0.983845259
CPF,Central Pacific Financial Corp.,CS,23.23,$730.6M,Financials,Banks,0.25129,21.92635,-2.45858,0.28059,16.64525,1.200184267,2.40137,31.331,92.3936,0.938379778,0.849287342
SFL,Ship Finance International LTD,CS,17.3,$1.7B,Energy,"Oil, Gas & Consumable Fuels",0.66668,3.14869,5.75577,0.30704,7.45618,1.200358836,9.94912,93.468,33.7019,1.386413781,1.482054343
RENX,RELX NV,DR,17.28,$17.4B,Consumer Discretionary,Media,0.15939,10.0609,21.59167,0.19879,17.98947,1.200363349,2.54606,1000.489,0.3966,0.841620127,0.666343813
CALVF,Caledonia Mining Corp,CS,0.586,$30.7M,--,--,0.01368,-7.95313,-11.96534,0.57904,3.49554,1.200366046,7.87309,52.079,0,1.303377881,0.940602111
SQM,Sociedad Quimica y Minera de Chile SA Soqimich,DR,16.79,$2.1B,Materials,Chemicals,0.6274,-33.19231,-17.45187,0.39968,12.67883,1.201607332,1.11406,120.377,21.0576,0.683990645,1.036458472
LUX,"Luxottica Group SPA, Milano",DR,66.51,$31.8B,Consumer Discretionary,"Textiles, Apparel & Luxury Goods",0.04984,27.83299,21.63515,0.20888,30.04121,1.202587613,1.20705,480.333,1.3246,1.294083038,0.464497587
WMMVY,"Wal-Mart De Mexico SA De Cv, Mexico",DR,26.54,$46.9B,Consumer Staples,Food & Staples Retailing,0.04218,23.66865,1.84836,0.26542,27.01508,1.203146123,4.23491,1746.283,0.1523,1.194948441,0.994068329
ONB,Old National Bancorp,CS,14.75,$1.7B,Financials,Banks,0.67303,1.30226,11.09495,0.23458,14.25144,1.203159407,3.24763,114.523,64.7528,0.966576449,0.738334556
BGG,Briggs & Stratton Corp.,CS,19.04,$850M,Industrials,Machinery,0.46601,-6.65372,-1.21262,0.25513,12.46881,1.204100635,2.80957,44.225,96.8009,1.078544415,1.064849712
HBIO,Harvard Bioscience Inc,CS,3.18,$107.9M,Health Care,Life Sciences Tools & Services,0.12729,-34.0249,0.02518,0.32048,15.64103,1.204140745,,33.944,68.4727,1.096850253,0.48989901
AF,Astoria Financial Corp,CS,16.11,$1.6B,Financials,Thrifts & Mortgage Finance,1.01382,18.8244,7.91497,0.23696,25.33333,1.204249718,1.00188,100.786,83.4992,1.049617846,0.549392682
WABC,Westamerica Bancorporation,CS,49,$1.2B,Financials,Banks,0.14304,-1.49314,2.88899,0.21228,20.85334,1.204551068,3.19541,25.528,83.185,0.756322796,0.715739012
QCOM,QUALCOMM Inc.,CS,48.79,$73B,Information Technology,Communications Equipment,13.41126,-32.82591,-1.4937,0.22928,10.02041,1.204899084,3.9555,1503.094,78.7851,1.051289133,1.587527902
DL,China Distance Education Holdings Ltd,DR,15.16,$518M,Consumer Discretionary,Diversified Consumer Services,0.10858,-19.87885,33.06264,0.57381,13.73737,1.205665096,5.49828,35.602,17.808,,1.926643836
VISI,Volt Information Sciences Inc.,CS,8.37,$174.1M,Industrials,Professional Services,0.0331,-14.06571,4.39611,0.3901,13.95,1.205782756,,20.8,41.7811,1.237936036,0.407059613
ELRC,Electro Rent Corp,CS,10.38,$252.9M,Information Technology,Electronic Equipment Instruments & Components,0.03467,-26.71329,-1.097,0.27238,12.9,1.20590342,4.77099,24.128,55.8469,1.025624968,0.520644281
TSYS,TeleCommunication Systems Inc,CS,4.93,$302.7M,Information Technology,Software,0.51165,58.84244,1.79295,0.43734,12.56997,1.20600556,,61.278,59.5653,1.000592443,1.138411401
BEAV,B/E Aerospace Inc,CS,46.22,$4.8B,Industrials,Aerospace & Defense,1.52137,-18.06053,14.50844,0.23045,14.36025,1.20627292,1.6436,104.526,94.1549,1.731523579,0.737198654
DHR,Danaher Corp,CS,96.39,$66.4B,Industrials,Industrial Conglomerates,3.27818,16.05752,17.47143,0.17152,19.40882,1.206697996,0.55756,685.285,77.7065,0.950073747,0.841474594
ESND,Essendant Inc,CS,36.2,$1.3B,Industrials,Commercial Services & Supplies,0.19292,-14.7884,4.08902,0.26137,10.4387,1.207375433,1.5625,37.391,98.1378,1.378059403,1.144024333
DISCA,Discovery Communications Inc,CS,31.14,$4.6B,Consumer Discretionary,Media,3.70011,-10.50965,-5.90254,0.26285,16.03715,1.207536455,,149.506,86.0004,1.062647143,1.125813902
AINV,Apollo Investment Corp,CS,6.35,$1.5B,Financials,Capital Markets,1.70733,-24.51807,-0.36953,0.23685,7.47613,1.208402529,12.76935,233.401,41.6879,1.592104026,0.765754493
FORM,FormFactor Inc,CS,8.71,$508.9M,Information Technology,Semiconductors & Semiconductor Equipment,0.30635,7.36196,-1.4229,0.4135,18.20833,1.20840911,,58.16,88.2612,1.269906511,1.50871865
THO,Thor Industries Inc.,CS,57.93,$3B,Consumer Discretionary,Automobiles,0.36661,-0.69085,14.03298,0.28557,11.93649,1.208462943,2.08696,52.483,84.9377,1.819427504,0.561872774
RRGB,Red Robin Gourmet Burgers Inc,CS,67.53,$956.3M,Consumer Discretionary,"Hotels, Restaurants & Leisure",0.28427,2.98485,29.37929,0.35713,18.67283,1.208623147,,13.928,95.0616,1.4648368,0.59392007
DV,DeVry Education Group Inc,CS,23.75,$1.5B,Consumer Discretionary,Diversified Consumer Services,0.72508,-52.7421,-11.11664,0.36862,8.94635,1.208906244,1.55306,63.476,94.6136,0.709468932,0.795166931
BSET,Bassett Furniture Industries Inc.,CS,31.31,$347.3M,Consumer Discretionary,Household Durables,0.08737,64.20896,58.4718,0.43593,21,1.20901013,1.1335,10.934,69.2793,1.854716443,0.801859826
SMTC,Semtech Corp,CS,20.1,$1.3B,Information Technology,Semiconductors & Semiconductor Equipment,0.57359,-25.31523,-4.24307,0.30407,15.94863,1.210343513,,65.291,99.1804,1.159707434,1.233308136
CMCSA,Comcast Corp,CS,60.86,$129B,Consumer Discretionary,Media,12.592,8.31868,27.19973,0.19005,16.64408,1.210853795,1.62364,2094.509,82.2706,1.043054728,0.956763147
ELY,Callaway Golf Co,CS,10.06,$916.3M,Consumer Discretionary,Leisure Products,0.61042,38.45109,6.27235,0.29786,30.97264,1.21208103,0.39254,83.875,85.3837,1.264723488,0.234211661
QNST,QuinStreet Inc,CS,4.89,$224.6M,Information Technology,Internet Software & Services,0.23841,8.24295,-23.8365,0.43295,14.57478,1.21394482,,45.016,64.3985,,1.436379949
VECO,Veeco Instruments Inc,CS,20.45,$832.8M,Information Technology,Semiconductors & Semiconductor Equipment,0.43095,-45.93301,-14.33525,0.36474,23.26413,1.214039794,,40.943,99.235,2.114222325,0.83365257
TMUS,T-Mobile US Inc,CS,35.5,$30.1B,Telecommunication Services,Wireless Telecommunication Services,4.00647,26.16279,17.65875,0.44354,19.34452,1.21450023,,816.037,34.2003,,0.66386539
OSUR,OraSure Technologies Inc,CS,6.25,$353M,Health Care,Health Care Equipment & Supplies,0.54793,-32.28602,4.35607,0.47197,56.54545,1.214964153,,56.482,68.8852,1.49045904,0.868240206
MSO,Martha Stewart Living Omnimedia Inc.,CS,6.06,$351.3M,Consumer Discretionary,Media,0.25404,41.43519,6.28932,0.53802,24.32,1.21713831,,57.497,62.3841,1.836190032,0.327259223
CCRN,Cross Country Healthcare Inc,CS,18.25,$589.9M,Health Care,Health Care Providers & Services,0.38125,76.33885,19.09111,0.46244,23.8806,1.218180013,,32.574,93.8743,1.199803159,0.253912207
PLOW,Douglas Dynamics Inc,CS,23.22,$516M,Industrials,Machinery,0.11107,-3.95833,15.84052,0.25597,18.2718,1.21854446,3.86117,22.388,85.1597,,1.134654837
HOLX,Hologic Inc,CS,40.35,$11.3B,Health Care,Health Care Equipment & Supplies,3.07469,51.28399,19.23836,0.25463,19.60727,1.219859835,,282.905,96.1479,1.223116862,0.512197134
GE,General Electric Co,CS,29.94,$306.9B,Industrials,Industrial Conglomerates,72.58243,12.98846,17.79746,0.19973,20.01318,1.220697765,3.0303,10109.239,56.1673,1.509845884,1.381202895
NOA,North American Energy Partners Inc,CS,2.08,$71.8M,Energy,Energy Equipment & Services,0.03107,-57.95678,-24.86972,0.44074,57.22,1.221189343,2.81373,33.529,58.8769,,1.147061154
PRGX,PRGX Global Inc,CS,3.9,$88.2M,Information Technology,IT Services,0.10545,-26.05364,-8.01057,0.33113,43,1.221292204,,22.86,69.9646,1.558422877,0.901228295
APD,Air Products and Chemicals Inc.,CS,136.89,$29.7B,Materials,Chemicals,1.36427,-5.03409,12.92668,0.19267,16.85819,1.221514791,2.34953,215.427,88.7513,1.166230409,1.196307204
VNR,Vanguard Natural Resources LLC,UT,5.72,$730.6M,Energy,"Oil, Gas & Consumable Fuels",0.95453,-77.5371,-19.33715,0.32941,30.94737,1.222172837,25.17857,130.465,22.7577,,3.218548805
WLDN,Willdan Group Inc,CS,8.74,$71M,Industrials,Professional Services,0.05593,-48.68871,22.36965,0.62149,12.90278,1.222911989,,7.892,32.6968,,0.88394061
CW,Curtiss-Wright Corp,CS,70.37,$3.2B,Industrials,Aerospace & Defense,0.2122,-1.21576,18.85174,0.21981,16.56287,1.223443548,0.73561,45.721,78.9053,1.265705352,1.167757365
ASNA,Ascena Retail Group Inc,CS,11.32,$2.3B,Consumer Discretionary,Specialty Retail,4.18052,-11.3271,-0.78231,0.33601,12.19008,1.224166588,,195.893,92.1594,1.421277938,0.449979895
DBD,Diebold Inc,CS,34.64,$2.2B,Information Technology,"Technology Hardware, Storage & Peripherals",0.52136,-4.89549,5.13122,0.2702,17.54395,1.224302403,3.32562,64.977,96.2917,1.073108333,1.444696597
MAR,Marriott International Inc.,CS,70.93,$18.4B,Consumer Discretionary,"Hotels, Restaurants & Leisure",2.78694,-7.74393,16.32562,0.2093,19.02039,1.224917254,1.39899,257.129,52.4377,1.42188183,1.085848685
