Symbol,Company Name,Security Type,Security Price,Market Capitalization,Sector/Industry,Industry,Volume (90 Day Avg),Price Performance (52 Weeks),Total Return (5 Yr Annualized),Standard Deviation (5 Yr Annualized),P/E (Next Year's Estimate),Beta (5 Yr Annualized),Dividend Yield,Shares Outstanding,Institutional Ownership,Beta (10 Yr Annualized),Beta (1 Year Annualized)
AGII,Argo Group International Holdings Ltd,CS,63.53,$1.8B,Financials,Insurance,0.13472,22.39057,21.80907,0.18106,16.53966,0.533120785,1.25372,27.875,89.4751,0.710709622,0.307024607
EZCH,EZchip Semiconductor Ltd,CS,24.86,$744.3M,Information Technology,Semiconductors & Semiconductor Equipment,0.33777,25.6955,0.25138,0.3893,15.25767,0.533178125,,29.953,30.9782,1.080767903,0.444229984
AWH,Allied World Assurance Company Holdings AG,CS,36.33,$3.3B,Financials,Insurance,0.59636,-3.88608,15.27835,0.1434,14.28969,0.535892142,2.88009,90.913,78.7389,,0.487967195
TRNO,Terreno Realty Corp,CSRT,22.65,$1B,Financials,Real Estate Investment Trusts (REITs),0.15774,11.12167,7.93119,0.19411,59.71795,0.536293559,2.73738,43.311,98.5623,,0.653301152
TAC,TransAlta Corp,CS,4.02,$1.2B,Utilities,Independent Power and Renew. Elect.Producers,0.21771,-58.55589,-22.21624,0.20762,26.81991,0.536553338,12.85104,280.616,46.4332,0.868389773,1.348746254
CCU,Cia Cervecerias Unidas Sa Cervezas,DR,22.31,$4.3B,Consumer Staples,Beverages,0.14292,12.31361,2.89282,0.22735,19.90622,0.537771908,2.25107,184.751,13.9832,0.583546113,0.8960599
AETI,American Electric Technologies Inc,CS,2.29,$19M,Industrials,Electrical Equipment,0.00728,-59.84194,-0.36867,0.39357,15.66667,0.53827667,,8.254,38.9341,0.854721772,0.405799954
HCN,Welltower Inc,CSRT,63.19,$22.4B,Financials,Real Estate Investment Trusts (REITs),2.41476,-13.40277,11.90954,0.19944,30.85968,0.538856079,5.22235,353.88,86.7549,0.779350291,0.10258265
SAR,Saratoga Investment Corp,CS,15.6233,$87.1M,Financials,Capital Markets,0.01181,8.80887,19.10895,0.23283,7.10441,0.539203802,9.31436,5.634,21.1786,,0.345310653
IDA,IDACORP Inc.,CS,68.01,$3.4B,Utilities,Electric Utilities,0.28611,8.86914,16.7375,0.1668,17.17738,0.54088129,3.02716,50.341,97.345,0.488836808,0.516477337
K,Kellogg Co,CS,68.78,$24.5B,Consumer Staples,Food Products,1.92086,6.68412,10.45426,0.14791,18.72767,0.543452442,2.88725,354.398,80.3847,0.472983144,0.456449044
BKEP,Blueknight Energy Partners LP,UT,6.2,$206.7M,Energy,"Oil, Gas & Consumable Fuels",0.06276,-15.29093,2.68117,0.22464,53.42105,0.544023897,9.26518,33.018,68.8599,,0.486776633
CROX,Crocs Inc,CS,11.125,$835.7M,Consumer Discretionary,"Textiles, Apparel & Luxury Goods",1.35347,-15.80135,-8.53441,0.39551,40.69091,0.544770652,,74.685,95.2174,,0.828092209
HEI,HEICO Corp,CS,51.46,$1.4B,Industrials,Aerospace & Defense,0.17748,-4.94197,15.71081,0.24917,23.92257,0.545191589,0.2757,26.899,63.9255,0.956716265,0.87827048
CERN,Cerner Corp,CS,59.6,$20.4B,Health Care,Health Care Technology,2.66515,-6.42072,22.05334,0.21626,25.30187,0.545641635,,342.105,89.615,0.867475036,1.232315893
CO,China Cord Blood Corp,CS,6.35,$510.9M,Health Care,Health Care Providers & Services,0.18779,29.1498,9.35335,0.37585,25.28,0.547551262,,80.083,9.414,,0.923813384
NAVG,Navigators Group Inc (The),CS,86.26,$1.2B,Financials,Insurance,0.04229,17.84498,11.77687,0.17237,15.44163,0.548310879,,14.416,74.4566,0.271293022,0.376804176
GBDC,Golub Capital BDC Inc,CS,17.41,$889.5M,Financials,Capital Markets,0.16448,-1.64492,7.81753,0.13831,12.89985,0.548608176,7.38178,51.3,44.4658,,0.176910915
PG,Procter & Gamble Co (The),CS,74.9,$205.9B,Consumer Staples,Household Products,9.7406,-14.82898,7.36437,0.13467,17.87063,0.549590347,3.50277,2720.573,59.4496,0.513290997,0.722787467
NWBI,Northwest Bancshares Inc,CS,13.95,$1.4B,Financials,Thrifts & Mortgage Finance,0.64594,7.99069,11.99496,0.13643,17.98189,0.551176786,4.02299,101.769,62.9483,0.684458314,0.38422012
MNRK,Monarch Financial Holdings Inc,CS,13.0107,$169.5M,Financials,Banks,0.00741,5.22087,20.41682,0.199,11.97984,0.552958082,2.51942,13.045,24.6543,0.572548892,-0.043575116
CHU,China Unicom (Hong Kong) Ltd,DR,12.47,$29.7B,Telecommunication Services,Diversified Telecommunication Services,0.57383,-19.14063,-0.34188,0.31163,20.38961,0.553411019,2.63261,2394.708,,0.747734005,0.863953929
LKQ,LKQ Corp,CS,29.49,$9.2B,Consumer Discretionary,Distributors,1.5098,4.15656,22.44538,0.2224,18.6,0.554057284,,305.488,90.7498,0.817227103,0.764148766
QDEL,Quidel Corp,CS,21.69,$697.4M,Health Care,Health Care Equipment & Supplies,0.26484,-24.89255,9.66635,0.33707,146.78322,0.554949479,,33.255,97.1947,0.795933932,0.273893525
EQR,Equity Residential,CSRT,79.82,$29.4B,Financials,Real Estate Investment Trusts (REITs),1.64389,13.52759,13.48977,0.16988,50.15547,0.555583831,2.74024,364.262,97.8906,1.061766163,0.629814599
TJX,TJX Companies Inc (The),CS,70.6,$48.1B,Consumer Discretionary,Specialty Retail,3.37709,10.57037,25.36375,0.15263,19.77097,0.556176942,1.17746,674.371,88.4459,0.615793437,0.362355181
YORW,York Water Company (The),CS,23.97,$304.6M,Utilities,Water Utilities,0.02132,15.75109,11.24479,0.17303,23.9596,0.557784142,2.51155,12.792,30.0228,0.508898138,0.795627949
RNR,RenaissanceRe Holdings Ltd,CS,110.81,$4.9B,Financials,Insurance,0.29245,13.17774,13.85564,0.12947,11.85165,0.560484811,1.08059,43.849,90.2289,0.536532686,0.559456592
OB,OneBeacon Insurance Group Ltd,CS,13.84,$1.3B,Financials,Insurance,0.07243,-13.97516,5.76988,0.1722,15.99769,0.561283384,6.06498,95.264,76.684,,0.83297268
ACY,AeroCentury Corp,CS,9.214,$14.9M,Industrials,Trading Companies & Distributors,0.00602,14.19753,-11.71823,0.57246,6.05161,0.561801605,,1.607,12.7131,0.721344107,-0.402823768
PPS,Post Properties Inc,CSRT,58.96,$3.2B,Financials,Real Estate Investment Trusts (REITs),0.46541,2.43067,15.05909,0.17721,40.59835,0.562190114,2.94118,54.125,96.6179,1.230613991,0.32220536
VASC,Vascular Solutions Inc,CS,35.54,$616.4M,Health Care,Health Care Equipment & Supplies,0.11611,38.23415,26.48034,0.25468,30.35897,0.564710232,,17.344,75.2434,0.346677143,0.282625201
AHGP,Alliance Holdings GP LP,UT,23.92,$1.4B,Energy,"Oil, Gas & Consumable Fuels",0.08414,-65.22934,-6.14993,0.2513,6.32483,0.565857199,15.98003,59.863,25.3188,,0.389149917
BGS,B&G Foods Holdings Corp,CS,37.77,$2.2B,Consumer Staples,Food Products,0.44318,31.7301,29.54047,0.27536,18.09251,0.566177184,3.67744,57.977,85.8408,,-0.118152996
VTR,Ventas Inc.,CSRT,53.34,$17.9B,Financials,Real Estate Investment Trusts (REITs),2.76692,-13.4405,9.99555,0.19278,31.17647,0.567751999,5.44066,332.983,91.7814,1.089704231,0.57626959
KRNY,Kearny Financial Corp,CS,12.59,$1.1B,Financials,Thrifts & Mortgage Finance,0.59048,16.95717,15.09134,0.17854,67.18919,0.568115072,0.65253,93.528,51.8366,0.587346007,0.182697683
IRET,Investors Real Estate Trust,CSRT,8.165,$1.1B,Financials,Real Estate Investment Trusts (REITs),0.56165,-2.39808,4.65827,0.16804,30.22642,0.569436433,6.38821,139.47,46.6676,0.428851275,0.631771984
HNP,Huaneng Power International Inc,DR,35.55,$3.5B,Utilities,Independent Power and Renew. Elect.Producers,0.05474,-25.03111,15.2477,0.28846,7.26428,0.569662248,6.82712,98.01,86.0589,0.673919132,1.19474673
PAC,Grupo Aeroportuario Del Pacifico SA,DR,90.92,$5.3B,Industrials,Transportation Infrastructure,0.08456,38.48711,27.73625,0.19799,27.5737,0.570583535,3.97908,56.1,9.5096,,1.043577139
ERIE,Erie Indemnity Company,CS,96.48,$4.8B,Financials,Insurance,0.03804,5.34613,12.29066,0.16435,25.64095,0.570997245,2.95381,52.29,30.0235,0.689223774,0.55700289
CAKE,Cheesecake Factory Inc. (The),CS,47.13,$2.4B,Consumer Discretionary,"Hotels, Restaurants & Leisure",0.67459,1.16904,9.52441,0.18328,18.23462,0.571182415,1.66563,49.188,86.749,1.462169852,0.369173619
SBBX,Sussex Bancorp,CS,13.576,$62.7M,Financials,Banks,0.00396,34.9,21.10115,0.22407,13.44792,0.571192814,1.18606,4.645,25.8243,0.693127118,-0.060948246
SNH,Senior Housing Properties Trust,CSRT,14.45,$3.4B,Financials,Real Estate Investment Trusts (REITs),2.13909,-35.52867,-2.23161,0.17653,19.64286,0.574293353,10.84086,237.472,78.0248,0.963805449,0.239627975
FSC,Fifth Street Finance Corp,CS,6.47,$986M,Financials,Capital Markets,1.05031,-27.26244,-1.44872,0.15818,7.763,0.574387962,11.19751,153.34,38.9776,,0.364044725
MRK,Merck & Co Inc.,CS,53.08,$150.7B,Health Care,Pharmaceuticals,12.01741,-9.69038,13.31786,0.16621,14.38933,0.575791402,3.3358,2793.543,73.8469,0.681069116,0.884137921
ALOT,Astro-Med Inc,CS,13.55,$98.4M,Information Technology,"Technology Hardware, Storage & Peripherals",0.00458,-7.24138,16.8206,0.19923,14.34375,0.576235977,2.08178,7.317,42.559,0.720237805,-0.114779667
BMS,Bemis Co Inc,CS,47.12,$4.5B,Materials,Containers & Packaging,0.63981,18.94816,11.80562,0.16134,17.20513,0.576578608,2.36937,95.973,75.7077,0.74137027,0.910199067
ANTM,Anthem Inc,CS,130.38,$34.3B,Health Care,Health Care Providers & Services,2.25241,3.40426,20.03819,0.22204,12.06732,0.577256931,1.9052,261.07,89.2724,0.88551372,0.565825709
FLO,Flowers Foods Inc.,CS,23.505,$5.1B,Consumer Staples,Food Products,1.38105,23.24629,18.74054,0.24073,21.78408,0.577490206,2.40964,212.161,62.9236,0.233726699,0.658423475
STR,Questar Corp,CS,18.96,$3.3B,Utilities,Gas Utilities,1.66535,-20.70686,5.94351,0.17304,14.69183,0.578798369,4.40482,174.846,78.7599,0.49826278,0.845826208
EFOI,Energy Focus Inc,CS,16.01,$179.4M,Industrials,Electrical Equipment,0.69127,190.5838,8.63084,1.17587,15.21951,0.579198292,,11.627,21.8868,0.220023622,0.106141425
RSG,Republic Services Inc.,CS,43.94,$15.3B,Industrials,Commercial Services & Supplies,1.57125,11.27364,12.56414,0.14106,20.33781,0.581280456,2.71985,347.238,62.3384,0.801361713,0.734283313
ABAX,ABAXIS Inc,CS,53.17,$1.2B,Health Care,Health Care Equipment & Supplies,0.19042,-6.67832,15.48497,0.28122,34.61489,0.582343129,0.82428,22.717,93.0284,1.013323459,0.555871589
SEP,Spectra Energy Partners LP,UT,42.38,$12.9B,Energy,"Oil, Gas & Consumable Fuels",0.44915,-24.9102,9.84921,0.23544,13.43941,0.586021584,5.99139,308.14,16.5432,,1.216675961
HCSG,Healthcare Services Group Inc,CS,36.94,$2.7B,Industrials,Commercial Services & Supplies,0.3517,22.97521,22.02789,0.1811,33.56752,0.587872667,1.93548,71.967,98.7668,0.618611766,0.915904773
RYN,Rayonier Inc.,CSRT,24.13,$3B,Financials,Real Estate Investment Trusts (REITs),1.04561,-10.82663,1.66427,0.20609,52.70153,0.588768759,4.10172,123.753,85.5386,0.928695427,0.502052855
MKC,McCormick & Co Inc,CS,85.9,$10B,Consumer Staples,Food Products,0.74963,18.1244,16.67519,0.13887,22.84039,0.589287925,1.85982,116.289,83.5898,0.452913353,0.704378928
NVR,NVR Inc.,CS,1675.59,$6.6B,--,--,0.03133,36.13227,22.11501,0.18155,15.50534,0.59028716,,3.913,85.0176,0.947205635,0.338325331
NATL,National Interstate Corp,CS,26.14,$528.4M,Financials,Insurance,0.01955,-9.04419,8.2368,0.28658,16.10366,0.590355371,1.95857,19.902,87.3261,0.629936809,0.330207408
HMSY,HMS Holdings Corp,CS,12.13,$1B,Health Care,Health Care Technology,1.59225,-44.01914,-11.23109,0.41838,19.11147,0.590395416,,86.008,96.9673,0.234289348,1.965254173
FFNW,First Financial Northwest Inc,CS,13.5,$188.8M,Financials,Thrifts & Mortgage Finance,0.03016,13.67884,32.70337,0.28848,18.17808,0.590585801,1.79372,14.108,35.2966,,0.275012286
PDM,Piedmont Office Realty Trust Inc,CSRT,19.4975,$2.9B,Financials,Real Estate Investment Trusts (REITs),1.07718,4.63012,4.98346,0.17015,67.09898,0.594389751,4.27263,145.508,81.3636,,0.470212723
SLCT,Select Bancorp Inc,CS,8.19,$92M,Financials,Banks,0.00604,13.57143,14.72589,0.3197,13.25,0.595353158,,11.577,8.2047,0.563141641,0.415504956
NGD,New Gold Inc,CS,2.205,$1.1B,Materials,Metals & Mining,4.17208,-52.12528,-24.64925,0.43761,82.22222,0.595708662,,509.083,58.7686,0.819108618,0.370280522
UBNK,United Financial Bancorp Inc,CS,13.91,$684.1M,Financials,Thrifts & Mortgage Finance,0.12793,-2.47175,17.6814,0.1849,13.53516,0.595976851,3.47574,49.54,63.18,0.754050248,0.595290474
SWX,Southwest Gas Corp,CS,56.03,$2.7B,Utilities,Gas Utilities,0.22075,-2.56852,12.88062,0.16954,16.9785,0.596022459,2.86624,47.375,77.6694,0.685938886,0.367830883
LMT,Lockheed Martin Corp,CS,219.27,$69.4B,Industrials,Aerospace & Defense,1.3518,19.43431,32.08057,0.15,18.40108,0.596345357,2.92152,307.295,83.5041,0.88874831,0.844123242
CATM,Cardtronics Inc,CS,37.61,$1.7B,Information Technology,IT Services,0.32051,-3.21429,17.45813,0.26067,11.99008,0.597437995,,44.912,93.7118,,1.248258592
OTCM,OTC Markets Group Inc,CS,16.21,$180.7M,Financials,Diversified Financial Services,0.00347,16.03579,27.1705,,18.35227,0.598452036,3.46749,11.189,,,0.274619455
FMS,Fresenius Medical Care AG &Co KGAA,DR,41.2,$25.5B,Health Care,Health Care Providers & Services,0.16032,12.39914,8.46177,0.18514,19.98565,0.599007649,1.03365,609.692,1.8941,0.54597176,0.569341336
CAH,Cardinal Health Inc,CS,86.84,$28.7B,Health Care,Health Care Providers & Services,2.46905,7.10429,21.93354,0.16004,14.54106,0.600711377,1.7734,328.981,86.0839,0.713211167,0.884413534
NRCIB,National Research Corp,CS,34,$119.1M,Health Care,Health Care Providers & Services,0.00169,0.56196,61.69175,0.52132,42.5,0.600807252,4.23529,3.502,21.1083,0.756144417,-0.358750251
CBOE,CBOE Holdings Inc,CS,72.21,$6B,Financials,Diversified Financial Services,0.58345,21.11074,28.13176,0.22687,27.54218,0.600871303,1.27072,82.455,70.7513,,0.226523639
DENN,Dennys Corp,CS,9.64,$786.1M,Consumer Discretionary,"Hotels, Restaurants & Leisure",0.57346,1.98537,21.47438,0.22709,19.63783,0.601070086,,80.547,90.1282,1.570654664,0.140202727
LAYN,Layne Christensen Co,CS,5.89,$115.8M,Industrials,Construction & Engineering,0.1749,-21.05263,-29.47057,0.39949,34.70588,0.601091023,,19.792,94.6034,1.342078606,1.185346593
DGX,Quest Diagnostics Inc,CS,68.32,$9.9B,Health Care,Health Care Providers & Services,1.10697,6.72047,8.52482,0.18414,13.47689,0.601952827,2.21059,143.35,91.3855,0.529760946,0.676247249
STRZA,Starz,CS,35.29,$3.3B,Consumer Discretionary,Media,1.01236,7.98051,3.96956,0.26846,14.7526,0.602427068,,91.846,84.4807,,0.439115891
RLI,RLI Corp,CS,60.66,$2.6B,Financials,Insurance,0.13692,35.12062,26.97896,0.19121,26.31738,0.603666008,1.24549,43.384,77.8886,0.504045971,0.732918167
JJSF,J & J Snack Foods Corp,CS,116.47,$2.2B,Consumer Staples,Food Products,0.06689,12.08583,22.83233,0.16167,27.38228,0.60529113,1.21972,18.686,68.5593,0.736168697,0.770843246
MORN,Morningstar Inc,CS,80.75,$3.6B,Financials,Diversified Financial Services,0.08309,21.33473,11.04517,0.15526,23.8724,0.607286542,0.93515,44.217,39.7133,1.020604281,0.640934313
CKEC,Carmike Cinemas Inc,CS,21.85,$537.5M,Consumer Discretionary,Media,0.24787,-26.48739,21.09157,0.50824,28.77632,0.607909236,,24.578,91.625,2.381845353,1.349769699
TTC,Toro Co (The),CS,77.04,$4.3B,Industrials,Machinery,0.32945,18.38436,23.44531,0.15811,19.53054,0.608029075,1.28025,54.809,75.0711,1.178263568,0.508193033
LOPE,Grand Canyon Education Inc,CS,39.63,$1.9B,Consumer Discretionary,Diversified Consumer Services,0.29251,-14.13397,15.09738,0.30293,13.37272,0.608843856,,47.139,87.6802,,0.741230561
JNJ,Johnson & Johnson,CS,101.48,$283.3B,Health Care,Pharmaceuticals,8.35345,-4.5145,13.97186,0.13254,15.87667,0.609272953,2.93055,2766.944,65.4571,0.593911297,0.70023724
AVB,AvalonBay Communities Inc.,CSRT,181.79,$25B,Financials,Real Estate Investment Trusts (REITs),0.72628,13.67745,14.08335,0.17985,40.30725,0.609398261,2.74198,136.877,97.5099,1.127202731,0.44272895
DNBF,DNB Financial Corp,CS,27.6,$77.4M,Financials,Banks,0.00493,29.34272,29.75779,0.20133,14.70213,0.609921079,1.01633,2.81,25.6051,0.843403712,0.135469944
OGE,OGE Energy Corp.,CS,26.11,$5.2B,Utilities,Electric Utilities,1.20148,-28.30293,5.77591,0.17587,13.1721,0.61228041,4.24056,199.703,63.1115,0.717293805,0.634922722
PMT,PennyMac Mortgage Investment Trust,CSRT,16.64,$1.2B,Financials,Real Estate Investment Trusts (REITs),0.81986,-24.07749,9.10448,0.19697,8.40654,0.612749103,11.42163,73.767,67.6809,,0.200668795
JAZZ,Jazz Pharmaceuticals Plc,CS,146.63,$9.2B,Health Care,Pharmaceuticals,0.68999,-15.41466,55.31993,0.42337,13.14663,0.612881329,,61.498,97.1281,,1.222453559
UNH,Unitedhealth Group Inc,CS,112.71,$109B,Health Care,Health Care Providers & Services,4.33456,15.92822,27.48217,0.17353,15.84754,0.613057266,1.74917,953.108,87.3658,0.868081799,0.862101548
ANCX,Access National Corp,CS,21.93,$230.8M,Financials,Banks,0.02639,27.66454,34.07985,0.25311,15.35639,0.613910701,2.74098,10.544,24.0168,0.444630776,0.249093062
SPH,Suburban Propane Partners LP,UT,29.85,$1.8B,Utilities,Gas Utilities,0.22283,-34.42587,-4.60398,0.19536,13.67002,0.614213134,11.90876,60.745,34.9688,0.478216373,0.753999415
DRI,Darden Restaurants Inc.,CS,56.18,$7.3B,Consumer Discretionary,"Hotels, Restaurants & Leisure",1.66524,11.80325,9.10754,0.20195,15.62586,0.61493335,3.85627,128.139,86.5494,0.83845832,0.302149256
CMO,Capstead Mortgage Corp,CSRT,9.48,$925.7M,Financials,Real Estate Investment Trusts (REITs),0.99163,-25.6351,7.22228,0.14041,9.82618,0.615040518,10.76605,95.825,68.8684,0.499631355,0.457849608
UNFI,United Natural Foods Inc,CS,43.91,$2.3B,Consumer Staples,Food & Staples Retailing,0.78443,-40.20454,3.3454,0.24977,13.90968,0.617437104,,50.195,97.4447,0.693158106,0.730010239
SLRC,Solar Capital Ltd,CS,18.2,$765.6M,Financials,Capital Markets,0.18168,-2.32936,3.74462,0.1561,10.3341,0.618029605,8.8741,42.465,58.0371,,0.429774153
SNAK,Inventure Foods Inc,CS,7.55,$157.1M,Consumer Staples,Food Products,0.19794,-41.6606,15.6364,0.3133,23.78049,0.619086315,,19.609,84.0854,0.864946763,0.403740033
TGT,Target Corp,CS,72.519,$45.2B,Consumer Discretionary,Multiline Retail,5.53216,-0.75676,8.15575,0.19438,14.19679,0.61957931,3.05011,616.052,85.1814,0.871950837,0.531795817
CWT,California Water Service Group,CS,22.52,$1.1B,Utilities,Water Utilities,0.2376,-11.62152,7.00418,0.16073,18.36052,0.620825208,2.97645,47.876,58.7216,0.425533843,0.621291934
UDR,UDR Inc,CSRT,36.91,$9.9B,Financials,Real Estate Investment Trusts (REITs),1.67953,22.90648,15.02587,0.18079,104.61972,0.621198195,2.94274,262.015,96.72,1.056717024,0.398348475
DGI,DigitalGlobe Inc,CS,16.89,$1.2B,Industrials,Aerospace & Defense,0.76287,-38.51744,-11.16327,0.43782,78.92523,0.621218621,,70.002,96.5632,,1.575949116
CXW,Corrections Corp of America,CSRT,25.77,$3.1B,Financials,Real Estate Investment Trusts (REITs),0.87423,-28.26446,8.63795,0.20874,14.74673,0.621904952,8.29493,117.223,91.9546,0.892494432,0.750692397
AMSWA,American Software Inc,CS,10.35,$298.6M,Information Technology,Software,0.04179,12.87879,14.38463,0.20859,27.31579,0.622036721,3.83509,28.633,81.0681,0.929028439,1.092897789
LTC,LTC Properties Inc.,CSRT,42.61,$1.5B,Financials,Real Estate Investment Trusts (REITs),0.19715,2.39578,15.27015,0.19984,19.81456,0.62329787,5.05381,35.57,85.7859,0.786179856,0.010709609
LODE,Comstock Mining Inc,CS,0.45,$66.8M,Materials,Metals & Mining,0.2081,-62.40171,-32.75797,0.47936,33.84615,0.623360041,,151.952,25.66,0.247158621,-0.103778217
CI,Cigna Corp,CS,134.98,$34.9B,Health Care,Health Care Providers & Services,1.92735,32.63406,30.25194,0.22254,14.48453,0.624752241,0.02956,257.6,84.6447,1.289417818,0.419450175
EVBN,Evans Bancorp Inc,CS,24.32,$103.5M,Financials,Banks,0.00313,6.6662,15.26139,0.14827,12.38144,0.624874673,2.96053,4.255,43.4536,0.427269796,-0.009026223
WM,Waste Management Inc.,CS,53.78,$24.1B,Industrials,Commercial Services & Supplies,2.33677,10.71869,13.10035,0.1595,19.54069,0.625035686,2.85608,446.495,75.8119,0.613851713,0.61634936
OCFC,OceanFirst Financial Corp.,CS,19.77,$341.5M,Financials,Thrifts & Mortgage Finance,0.03396,19.32367,13.56302,0.17773,14.08411,0.627094122,2.63158,17.28,57.9328,0.926025924,0.660046386
MSEX,Middlesex Water Co,CS,25.7,$412.9M,Utilities,Water Utilities,0.03457,14.21525,11.34459,0.15165,20.01587,0.627221789,3.12132,16.211,40.8007,0.465489216,0.403455257
SUI,Sun Communities Inc.,CSRT,66.85,$3.9B,Financials,Real Estate Investment Trusts (REITs),0.3606,14.40448,21.37848,0.19396,72.8973,0.627672549,3.85585,57.8,90.6735,1.367558845,0.573694803
WEN,Wendy's Co,CS,10.5,$2.9B,Consumer Discretionary,"Hotels, Restaurants & Leisure",4.35791,20.18349,19.36407,0.24019,29.11357,0.628344443,2.29008,273.479,76.0467,0.972543506,0.782284458
SJR,Shaw Communications Inc.,CS,20.75,$9.3B,Consumer Discretionary,Media,0.44584,-24.42159,4.70356,0.15758,14.85652,0.628403453,4.30619,452.142,53.85,0.736386973,0.563550988
AIV,Apartment Investment and Management Co,CSRT,38.11,$6B,Financials,Real Estate Investment Trusts (REITs),1.3018,2.83726,12.91926,0.19261,63.82799,0.629746049,3.12337,156.424,98.1797,1.685620494,0.664411927
ADC,Agree Realty Corp,CSRT,33.54,$636.1M,Financials,Real Estate Investment Trusts (REITs),0.09868,9.67112,10.02564,0.21117,24.4058,0.630230731,5.52257,18.888,74.6419,1.137625455,0.464754645
YCB,Your Community Bancshares Inc,CS,30.16,$169.6M,Financials,Banks,0.00245,18.15398,29.10055,0.25203,11.02655,0.630383862,1.53012,5.407,26.8611,0.488117074,0.194110206
MBVT,Merchants Bancshares Inc,CS,32.92,$205.9M,Financials,Banks,0.00678,13.13589,7.5938,0.19007,13.20325,0.631533949,3.44934,6.34,38.0034,0.371940934,0.331218877
PLKI,Popeyes Louisiana Kitchen Inc,CS,57.86,$1.3B,Consumer Discretionary,"Hotels, Restaurants & Leisure",0.19716,5.15351,33.97629,0.28409,25.80269,0.6317376,,22.472,92.2791,1.406519935,0.418674498
RE,Everest Re Group Ltd,CS,184.34,$8B,Financials,Insurance,0.29038,5.57422,19.30331,0.12697,10.16557,0.632057624,2.48085,43.082,93.3921,0.572130952,0.544906057
RCI,Rogers Communications Inc,CS,38.56,$15.5B,Telecommunication Services,Wireless Telecommunication Services,0.4882,-4.72421,5.45433,0.18893,16.98907,0.632541894,3.72765,402.308,62.8586,0.904186603,0.573132787
HEOP,Heritage Oaks Bancorp,CS,8.34,$291.3M,Financials,Banks,0.05088,12.31788,23.22436,0.236,15.90994,0.634788651,2.83019,34.356,61.1705,0.952404976,0.618301001
WRE,Washington Real Estate Investment Trust,CSRT,27.51,$1.9B,Financials,Real Estate Investment Trusts (REITs),0.37677,3.1355,2.96744,0.1688,160.70588,0.635083775,4.34311,68.178,87.7813,1.012915248,0.588480488
RMD,Resmed Inc,CS,59.56,$8.4B,Health Care,Health Care Equipment & Supplies,0.78115,11.87325,14.80632,0.22534,20.01345,0.635318455,1.99933,139.65,55.0145,0.658900437,0.907030684
IPCC,Infinity Property and Casualty Corp,CS,85.5,$956.4M,Financials,Insurance,0.04345,15.63691,9.73421,0.19187,16.98492,0.63534782,2.02424,11.256,98.9358,0.49827945,0.385679257
HTLF,Heartland Financial USA Inc,CS,38.11,$796.2M,Financials,Banks,0.04205,50.70313,20.99366,0.23429,13.2589,0.635788694,1.03681,20.637,39.7192,0.939934761,0.622082784
BWP,Boardwalk Pipeline Partners LP,UT,12.7,$3.2B,Energy,"Oil, Gas & Consumable Fuels",0.90417,-25.35294,-11.78648,0.32595,12.77555,0.636338364,3.15209,250.297,90.0114,,1.166063194
LSG,Lake Shore Gold Corp,CS,0.72,$319.9M,Materials,Metals & Mining,0.30579,-17.64772,-28.2142,0.63595,16.88136,0.639733504,,435.591,30.0209,0.982197225,0.427133015
BCPC,Balchem Corp,CS,68.55,$2.1B,Materials,Chemicals,0.13653,2.80899,17.02373,0.28647,27.4187,0.639797889,0.44307,31.522,85.1174,0.796826231,0.581204254
PSA,Public Storage,CSRT,239.84,$41.7B,Financials,Real Estate Investment Trusts (REITs),0.63975,29.02534,23.5981,0.17653,35.53719,0.640309012,2.82392,173.156,79.2064,0.846026595,0.432423168
AGN,Allergan PLC,CS,314.28,$126B,Health Care,Pharmaceuticals,4.25734,18.16267,45.53881,0.21577,19.78135,0.640487886,,394.125,89.5608,0.521138324,0.85769925
HSKA,Heska Corp,CS,34.79,$236.3M,Health Care,Pharmaceuticals,0.06141,131.5042,50.99538,0.41545,42.7205,0.642565092,,6.589,59.7987,1.641396886,0.619929724
ISRG,Intuitive Surgical Inc,CS,520.25,$19.4B,Health Care,Health Care Equipment & Supplies,0.32397,0.82134,15.29756,0.27846,25.88951,0.643256465,,37.365,91.0366,1.347870416,0.534238043
BTG,B2Gold Corp,CS,1.095,$991.5M,Materials,Metals & Mining,2.36701,-41.20879,-15.12975,0.4642,27.25,0.644888694,,926.681,64.9642,,-0.512131024
SKX,Skechers U.S.A. Inc,CS,30.2,$4.7B,Consumer Discretionary,"Textiles, Apparel & Luxury Goods",4.46923,48.21705,31.88711,0.45033,14.13793,0.646259748,,156.247,84.1797,1.624428277,0.400547355
STRL,Sterling Construction Co Inc,CS,5.45,$106M,Industrials,Construction & Engineering,0.09725,-19.37407,-16.32601,0.52854,14.65054,0.646846443,,19.588,64.1184,0.784289644,1.860175733
KALU,Kaiser Aluminum Corp,CS,85.72,$1.5B,Materials,Metals & Mining,0.19487,15.43642,14.91746,0.16466,15.86156,0.649229732,1.86698,17.739,80.0075,,0.402875108
SPG,Simon Property Group Inc.,CSRT,186.35,$58.8B,Financials,Real Estate Investment Trusts (REITs),1.27693,5.15247,27.30871,0.17564,32.63483,0.649540544,3.36842,314.812,97.4244,1.319487155,0.507275686
AFFX,Affymetrix Inc,CS,9.47,$755.7M,Health Care,Life Sciences Tools & Services,0.65227,3.61842,16.78539,0.47038,23.625,0.649977532,,79.967,96.968,1.730084079,0.85129604
