Symbol,Sector,Perf_5Year,SD_5Year,Beta_5Year,Beta_10Year
MBFI,Financials,21.46842,0.25121,1.419233851,1.192682019
IMO,Energy,-1.86827,0.2376,1.419386263,1.035772798
GPI,Consumer Discretionary,16.52752,0.32353,1.419565222,1.640224476
AAWW,Industrials,-6.00851,0.42528,1.420508638,2.081788724
NUS,Consumer Staples,4.41958,0.49238,1.421197922,1.308039601
GPT,Financials,28.45798,0.51145,1.421761081,2.169515133
BPFH,Financials,20.11931,0.25608,1.42209317,1.330072542
IXYS,Information Technology,3.22421,0.41199,1.422742566,0.785086974
AA,Materials,-5.69639,0.27356,1.423220902,1.874532245
ENDP,Health Care,11.58519,0.37352,1.424084031,0.801487485
SPSC,--,43.25157,0.2997,1.424608297,
WTS,Industrials,11.91243,0.25753,1.425758711,1.21173768
OMC,Consumer Discretionary,12.96416,0.20483,1.427831202,1.212014547
PLD,Financials,11.61602,0.23852,1.428304393,1.777187316
SHEN,Telecommunication Services,24.85685,0.39372,1.429886092,0.699995546
CLS,Information Technology,5.03478,0.29092,1.431740763,1.654952138
UMPQ,Financials,14.51472,0.25593,1.432563288,1.044303792
UBS,Financials,7.03006,0.29325,1.433911627,1.641687247
NFG,Utilities,-3.71693,0.26364,1.434905304,1.001683202
USCR,Materials,52.53667,0.46955,1.435106488,
KFRC,Industrials,14.67606,0.31837,1.436021774,1.475678816
FRM,Industrials,5.88814,0.43221,1.437911219,1.667716133
CSX,Industrials,9.49259,0.21544,1.439480227,1.24959168
CLR,Energy,6.17668,0.39413,1.441446418,
HRS,Information Technology,15.58088,0.23621,1.442992045,1.076691341
SIMO,Information Technology,52.95799,0.57037,1.443027235,1.754018201
TI,Telecommunication Services,3.2565,0.34482,1.443862721,1.043099472
LYG,Financials,3.27258,0.33623,1.444954993,1.93163996
FICO,Information Technology,32.18677,0.2917,1.44543653,1.49402545
ASML,Information Technology,22.02429,0.25459,1.445890543,1.486490437
BXS,Financials,17.23388,0.2779,1.446021252,0.928658611
TV,Consumer Discretionary,5.07478,0.2549,1.44731024,1.242554478
PEB,Financials,14.80366,0.23445,1.447318222,
CR,Industrials,8.71479,0.24772,1.448291616,1.523537093
SYT,Materials,8.22718,0.27341,1.449431678,0.735669671
SEE,Materials,123.68303,0.267,1.450458751,1.384958114
LPSN,Information Technology,-4.71758,0.42934,1.450535267,1.625411086
YDKN,Financials,35.06252,0.43219,1.451298488,1.367378525
MDSO,Health Care,37.02707,0.37411,1.451457802,
ISIL,Information Technology,6.09953,0.34197,1.451733964,1.286421353
LZB,Consumer Discretionary,29.98568,0.37393,1.45203634,2.113229205
CALD,Information Technology,34.46442,0.4474,1.452643402,1.288008984
SIX,Consumer Discretionary,38.0575,0.27373,1.453184793,
DHI,Consumer Discretionary,28.05143,0.28906,1.453338108,1.151223243
CGNX,Information Technology,22.1355,0.30825,1.454091014,1.323780608
ENV,Information Technology,15.88251,0.36726,1.454769809,
WPPGY,Consumer Discretionary,18.65559,0.21385,1.454939508,1.362619176
BECN,Industrials,22.33766,0.30502,1.456109081,1.15184546
ESL,Industrials,9.58898,0.27344,1.456271134,1.384005266
UAM,Health Care,11.35438,0.47202,1.457570685,1.333546039
SKYW,Industrials,6.60418,0.41007,1.457630083,1.201944525
HLF,Consumer Staples,12.15033,0.47991,1.457968775,1.540811363
DXYN,Consumer Discretionary,10.0617,0.43814,1.45803426,1.758198387
CP,Industrials,19.44239,0.2528,1.458045203,1.314322554
FCF,Financials,12.74522,0.25553,1.45933712,0.837141184
PRTS,Consumer Discretionary,-20.86275,0.61828,1.459507876,
ACAS,Financials,16.44018,0.27466,1.46193058,2.107393502
HAL,Energy,2.54417,0.33094,1.463719714,1.469785459
ICFI,Industrials,8.20784,0.31433,1.464538389,
IVC,Health Care,-6.14703,0.41454,1.464720037,0.95089772
HAFC,Financials,29.92095,0.31361,1.46585232,1.407611184
BP,Energy,1.61482,0.244,1.465890119,1.196105304
HSTM,Health Care,30.79615,0.39992,1.465969503,1.154332961
IEP,Industrials,22.26016,0.39232,1.466595978,1.105453398
RTEC,Information Technology,12.9852,0.37483,1.467162374,1.916185549
COBZ,Financials,23.47867,0.29732,1.469472154,0.928431503
SSW,Industrials,9.71101,0.33653,1.469661745,1.112611636
EFII,Information Technology,29.62669,0.27204,1.469824399,1.303067359
LIOX,Information Technology,10.58418,0.4152,1.470838989,1.431359194
FC,Industrials,14.14275,0.28286,1.471025406,1.309298176
HMN,Financials,19.93239,0.24436,1.471201659,1.333857831
SWK,Industrials,15.23857,0.24817,1.472659505,1.346761936
BK,Financials,12.23368,0.23128,1.472780539,0.949477627
RP,Information Technology,-4.28218,0.42278,1.47296868,
COLM,Consumer Discretionary,13.83847,0.30187,1.473126098,1.190708778
SWKS,Information Technology,26.20743,0.3756,1.474323572,1.227246304
GK,Industrials,27.80493,0.25742,1.476263788,1.197478367
EDU,Consumer Discretionary,3.08182,0.49273,1.476932342,
BBY,Consumer Discretionary,-3.5206,0.42385,1.477333865,1.450029586
DTSI,Information Technology,-10.064,0.39702,1.477963073,1.310865461
CXO,Energy,5.9524,0.34199,1.478639411,
ITT,Industrials,12.87916,0.29955,1.4795071,1.205092996
NUE,Materials,5.54409,0.22897,1.479677171,1.164699737
GRP/U,--,18.99996,0.34887,1.480805172,1.716760837
AMTD,Financials,19.24842,0.24387,1.482779271,1.256025063
PCLN,Consumer Discretionary,24.82233,0.30849,1.482811434,1.175658299
BBOX,Information Technology,-19.21881,0.37183,1.484329906,1.108122083
CIGI,Financials,30.96569,0.28438,1.484561805,1.517009084
HDSN,Industrials,14.79265,0.58558,1.484595596,0.860566131
HZO,Consumer Discretionary,20.62195,0.43544,1.484997087,2.582599291
STKL,Consumer Staples,0.51125,0.40755,1.486025802,1.920668002
JOBS,Industrials,4.38277,0.39134,1.486756971,1.105240467
TEL,Information Technology,19.04691,0.23458,1.487110634,
GGAL,Financials,9.68258,0.55599,1.487790492,1.365389699
AHS,Health Care,39.34459,0.42657,1.487838203,1.391806949
RRTS,Industrials,-3.64861,0.36594,1.488410788,
MTSC,Information Technology,13.6711,0.28622,1.488686483,1.126627258
RJF,Financials,16.65715,0.22552,1.48869253,1.362706732
WDC,Information Technology,14.27406,0.35233,1.488971225,1.424936726
ROVI,Information Technology,-26.60805,0.48898,1.489678054,1.07529549
MBT,Telecommunication Services,-13.98664,0.39499,1.490062239,1.446538878
BFR,Financials,14.48335,0.55225,1.494691774,1.510549733
TS,Energy,-8.22019,0.31121,1.495439261,1.597673854
KLIC,Information Technology,11.53485,0.39734,1.495581781,2.423289422
STT,Financials,12.58228,0.2308,1.496622914,1.382603001
TXT,Industrials,14.73296,0.30556,1.497556884,2.412491964
FULT,Financials,14.03573,0.23451,1.497912742,0.904512615
AYI,Industrials,34.98166,0.31851,1.497985648,1.421762622
NDSN,Industrials,13.62057,0.2581,1.498110955,1.474895751
TUES,Consumer Discretionary,6.48204,0.43531,1.499095943,2.509882037
ZBRA,Information Technology,15.80258,0.26873,1.499518157,1.19123087
IP,Materials,14.61862,0.22596,1.501036281,2.001992474
HMIN,Consumer Discretionary,-8.82607,0.44315,1.501560964,
CVBF,Financials,21.84037,0.24197,1.5023674,0.972937643
MOG/A,Industrials,12.57123,0.26583,1.503262427,1.304818674
TITN,Industrials,-10.56025,0.41012,1.503833629,
NEPT,--,-10.85834,0.55077,1.505606451,2.249432427
FRBK,Financials,16.38702,0.34038,1.506101977,0.857195226
MEI,Information Technology,30.76274,0.45752,1.506632713,1.443680785
TBI,Industrials,11.68006,0.34413,1.508898728,1.819542408
FII,Financials,11.2424,0.28159,1.510445759,0.993236015
A,Health Care,9.02115,0.26402,1.511491466,1.432592499
PKE,Information Technology,-2.37289,0.28095,1.512089301,1.29059635
ASTE,Industrials,5.99296,0.29522,1.512731057,1.266762512
GFED,Financials,27.40999,0.37763,1.513424259,1.047344237
WAB,Industrials,28.89489,0.2277,1.51419948,1.345258265
SILC,Information Technology,11.90889,0.49155,1.51515452,0.93524872
JHX,Materials,23.3999,0.3039,1.515681928,1.778211713
CIT,Financials,1.97335,0.22947,1.516257212,
OXY,Energy,0.48368,0.28104,1.516281445,1.09781309
MPWR,Information Technology,34.27212,0.31031,1.517795921,1.498087251
LEN,Consumer Discretionary,28.90187,0.28433,1.518637587,1.637405003
DDS,Consumer Discretionary,21.47864,0.35955,1.518891567,2.197154331
PLT,Information Technology,9.36556,0.23028,1.51991336,1.863613528
SWN,Energy,-24.78629,0.32229,1.520058223,0.757968266
GVA,Industrials,11.42021,0.30589,1.520074474,0.846732422
NE,Energy,-11.78043,0.35872,1.520107184,1.169296121
ABB,Industrials,2.36609,0.23262,1.521205264,1.487472549
NTAP,Information Technology,-8.87548,0.29636,1.521976362,1.438262188
REX,Energy,29.49396,0.48316,1.523358686,1.213778914
KEY,Financials,13.40669,0.21822,1.523614291,0.943126018
AFAM,Health Care,5.52267,0.39879,1.526002039,1.019955379
STI,Financials,14.52605,0.24409,1.526065442,1.3937838
DEPO,Health Care,29.02452,0.5273,1.526507033,1.529584766
CNO,Financials,29.50843,0.24567,1.526667248,2.262496004
AGU,Materials,5.7469,0.27504,1.527463994,1.419233253
BCO,Industrials,6.37942,0.31077,1.528204385,1.352005628
AMG,Financials,14.58462,0.21145,1.529111433,1.932262823
CPE,Energy,10.72531,0.59476,1.529830259,2.109630548
SAIA,Industrials,19.25121,0.3718,1.529936453,1.474577072
AVP,Consumer Staples,-32.53135,0.36098,1.532869131,1.480037195
AAON,Industrials,28.2433,0.31346,1.533165918,1.004950443
VG,Telecommunication Services,21.244,0.47121,1.533928523,
H,Consumer Discretionary,3.52968,0.21875,1.534692378,
JMP,Financials,0.74134,0.30976,1.536101402,
AVHI,Financials,-6.037,0.43596,1.536136025,1.127681421
DD,Materials,11.83471,0.2622,1.536579026,1.419464502
IOSP,Materials,25.50443,0.35337,1.537306181,2.009176446
ELP,Utilities,-17.21257,0.33493,1.53753294,1.080941511
E,Energy,1.26378,0.25679,1.537708405,1.075413749
KKD,Consumer Discretionary,20.52919,0.48508,1.538042412,1.653544182
FOR,Financials,-6.1098,0.34126,1.541068121,
EVRI,Information Technology,7.76544,0.53691,1.542614839,1.43116461
CYT,Materials,25.87801,0.2697,1.543987797,1.711571798
UTHR,Health Care,19.7475,0.34296,1.545550838,0.896849361
BHP,Materials,-11.39676,0.27675,1.545987652,1.426864317
IPAR,Consumer Staples,11.14743,0.34301,1.546015991,1.672329311
EMC,Information Technology,4.01951,0.25216,1.547158408,1.125248345
UHAL,Industrials,37.16739,0.28073,1.548137123,1.187853798
CPLP,Energy,4.90066,0.34349,1.548800095,
CGI,Industrials,0.9552,0.33076,1.54954298,1.310648204
ASB,Financials,11.82955,0.23821,1.549974011,0.749220834
REXMY,Materials,15.48813,0.26355,1.550335215,1.109140146
N,Information Technology,26.99416,0.35177,1.550885739,
YZC,Energy,-27.96383,0.41309,1.551034916,2.066337099
TREC,Materials,34.74423,0.44149,1.551522134,2.285986155
PRFT,Information Technology,8.57786,0.35599,1.552218665,1.695911224
TIVO,Information Technology,1.97763,0.31563,1.552461057,1.38022159
GLW,Information Technology,2.92242,0.26386,1.553198175,1.428827493
SHOR,Information Technology,8.05069,0.43351,1.556907467,
FHN,Financials,13.80743,0.25958,1.55783545,0.881023853
UVE,Financials,40.83181,,1.558643272,2.546902652
MOV,Consumer Discretionary,19.70902,0.45763,1.559273386,1.600642169
DOW,Materials,14.392,0.26462,1.560668284,2.015997954
CNQ,Energy,-7.65747,0.2958,1.561172006,1.584108785
CYNO,Health Care,33.08903,0.38118,1.561280205,
CEL,Telecommunication Services,-23.86005,0.51836,1.561338854,
CATY,Financials,21.02665,0.25015,1.562711295,1.080523464
SCMP,Health Care,40.31391,0.61495,1.562924145,
KBR,Industrials,-5.92598,0.32675,1.563164517,
OKSB,Financials,12.6699,0.37648,1.563453265,1.018135804
ASEI,Industrials,-8.85814,0.29843,1.563587004,0.652226844
ANF,Consumer Discretionary,-9.32923,0.46372,1.564233057,1.601437247
EV,Financials,-1.75211,0.23774,1.564242685,1.655794865
MTX,Materials,14.86759,0.28815,1.564618897,1.23548202
WIBC,Financials,12.44979,0.38848,1.564953307,1.252051741
NX,Industrials,2.49264,0.31547,1.566518079,
AIG,Financials,19.34985,0.3031,1.566595615,3.008062488
WBK,Financials,8.88365,0.28618,1.566935288,1.44648634
MDCA,Consumer Discretionary,23.01725,0.40123,1.568659918,1.440419099
WILN,Information Technology,-21.94722,0.48263,1.56895895,1.178858595
MIFI,Information Technology,-28.35883,0.73706,1.569641465,1.365624655
CRH,Materials,13.53835,0.25826,1.570149607,1.164642471
OPK,Health Care,28.20608,0.44942,1.571580204,1.327202393
RAX,Information Technology,-0.56084,0.44863,1.572189308,
FEIC,Information Technology,28.53149,0.31012,1.572212612,1.258898598
CYH,Health Care,-1.59791,0.43637,1.572876143,1.413445767
SCSS,Consumer Discretionary,21.98053,0.45275,1.573232659,3.172797711
GWR,Industrials,8.29239,0.28205,1.573620175,1.332670872
IIIN,Industrials,20.97616,0.39576,1.573683876,1.291721081
CSL,Industrials,20.80792,0.2464,1.574809182,1.063284356
RDSMY,--,4.90982,0.26486,1.576696479,1.630934671
PUBGY,Consumer Discretionary,8.25261,0.23516,1.577595494,1.343529718
CAT,Industrials,-0.7719,0.27479,1.578134027,1.675761274
UHS,Health Care,25.63649,0.26446,1.579511543,1.226916624
BBL,Materials,-10.12289,0.29399,1.579986246,1.454972926
FUL,Materials,14.84696,0.27401,1.580425466,1.460432849
TAHO,Materials,-3.94946,0.5066,1.58375749,
RBC,Industrials,2.85004,0.26556,1.584140641,1.345015335
SHO,Financials,9.54018,0.26617,1.586928137,2.459829681
TKPPY,Energy,-6.52544,0.30864,1.586951927,1.673634033
CIG,Utilities,-15.96415,0.3911,1.587477619,0.977236852
PHG,Industrials,4.86097,0.26786,1.587608732,1.413863075
NP,Materials,32.38886,0.29814,1.588020241,1.715590112
KB,Financials,-7.02356,0.29268,1.588203819,1.884567258
TEF,Telecommunication Services,-3.72763,0.29781,1.589057277,1.085427507
AJRD,Industrials,27.60709,0.34868,1.590208624,1.670957144
TX,Materials,-13.26976,0.35773,1.592420539,
CPL,Utilities,-14.79554,0.29386,1.593420526,0.974854406
CAVM,Information Technology,12.44123,0.35279,1.594895712,
AFL,Financials,7.57775,0.23933,1.595421067,1.666882847
GRA,Materials,23.72929,0.26933,1.597860059,2.25227378
NOK,Information Technology,-1.08921,0.50742,1.598160733,1.585719989
SLB,Energy,1.94993,0.28029,1.598375012,1.356322807
SMSI,Information Technology,-44.0538,0.78391,1.599422035,1.841037724
CRESY,Financials,-7.79866,0.39474,1.599567142,1.483329416
XXIA,Information Technology,-3.72366,0.42827,1.600147941,1.133107463
B,Industrials,16.87299,0.26244,1.600685637,1.932346671
ORN,Industrials,-22.11748,0.38517,1.600730053,
POZN,Health Care,5.98122,0.60388,1.601717939,1.575538671
HWCC,Industrials,-8.83302,0.30977,1.601769517,
BEN,Financials,3.86832,0.2264,1.603076884,1.509845169
THRX,Health Care,-11.33384,0.5775,1.603127763,1.634006092
NMM,Industrials,-19.44504,0.42029,1.604199753,
PRIM,Industrials,22.7155,0.35968,1.605480991,
HGR,Health Care,-3.59684,0.3742,1.605951846,0.616689376
PBH,Health Care,35.25863,0.34047,1.609633601,1.538504913
APOL,Consumer Discretionary,-27.48421,0.46408,1.609838589,0.582003726
CTCT,Information Technology,4.75072,0.4523,1.611401394,
SHLM,Materials,14.99189,0.31796,1.611809131,1.202238707
BKMU,Financials,13.20471,0.31123,1.611861774,0.950817933
LFL,Industrials,-28.71742,0.34668,1.612487495,1.032661934
WF,Financials,-8.31572,0.32905,1.612863791,2.017834972
VRTS,Financials,26.08975,0.42961,1.613928071,
SCHW,Financials,19.0168,0.26414,1.613935596,1.351096007
BKS,Consumer Discretionary,4.26862,0.7009,1.614390215,1.359723447
AKAM,Information Technology,2.35845,0.37139,1.616033586,1.007119603
MOD,Consumer Discretionary,-8.45464,0.34812,1.616543282,3.076154902
DVN,Energy,-7.50623,0.284,1.61671985,1.183773176
FIX,Industrials,25.27521,0.33325,1.617839571,1.34722904
EWBC,Financials,22.65406,0.23937,1.617887674,1.33379097
CRD/B,Financials,15.85451,0.55228,1.617962545,0.749494595
TER,Information Technology,10.79978,0.30556,1.618531384,1.713982069
BRGYY,Energy,-15.6533,0.34478,1.620132488,0.921113343
MERC,Materials,9.71505,0.50252,1.622220708,2.703663683
LMNR,Consumer Staples,-4.39795,0.34858,1.623697851,0.957672919
ITRI,Information Technology,-9.27842,0.30862,1.624737158,1.540828904
SRDX,Health Care,18.862,0.37294,1.625383028,1.067756182
WAL,Financials,44.29247,0.27175,1.627047579,1.301368572
BRS,Energy,-5.26115,0.35085,1.627266617,1.427494545
AER,Industrials,27.05217,0.44553,1.627730663,
PH,Industrials,6.94055,0.25175,1.627967617,1.474440987
MGA,Consumer Discretionary,15.20619,0.30719,1.629070406,1.401590918
DHX,Information Technology,-3.94711,0.43544,1.629102253,
SSP,Consumer Discretionary,22.10466,0.35716,1.629860901,2.340961027
SINA,Information Technology,-4.32533,0.53377,1.630969717,1.379369046
AMRI,Health Care,31.02256,0.54254,1.631370837,1.372227331
DLX,Industrials,25.70474,0.26354,1.631818992,1.910617991
SATS,Information Technology,13.54036,0.32918,1.632680559,
BRKS,Information Technology,12.22974,0.34717,1.63387392,1.583234047
KOP,Materials,-3.43752,0.3913,1.634100126,
TAL,Industrials,-0.0513,0.3672,1.638296051,1.706065096
MCBC,Financials,22.35181,0.52123,1.638323006,2.086471771
CEB,Industrials,19.48444,0.28844,1.639566916,1.13633262
HP,Energy,16.3861,0.36569,1.640168488,1.171898939
SU,Energy,-2.05665,0.29643,1.643182738,1.584043113
EONGY,Utilities,-15.7729,0.31751,1.643825239,1.47961043
ABTL,Information Technology,44.08604,0.50162,1.64452699,1.424196094
GBCI,Financials,20.80556,0.27592,1.647340763,1.058198863
MSTR,Information Technology,14.45816,0.35589,1.649240569,1.375742643
AFOP,Information Technology,28.00167,0.56043,1.650464093,1.361458505
TSEM,Information Technology,-5.72956,0.47971,1.65167639,1.65931355
ENS,Industrials,14.46113,0.28949,1.655147142,1.404878354
BSBR,--,-15.86351,0.39647,1.655168464,
RIG,Energy,-23.77678,0.40081,1.655586815,1.160222492
AXL,Consumer Discretionary,16.03111,0.34691,1.656007412,2.169299075
LBTYA,Consumer Discretionary,18.77575,0.24764,1.657339153,1.480911822
ETN,Industrials,6.8609,0.25778,1.657412582,1.477775349
TTMI,Information Technology,-9.43478,0.36218,1.657673666,1.671189839
SPA,Industrials,21.2056,0.38644,1.658203284,1.262684333
COLB,Financials,18.75186,0.27273,1.658265952,1.418860245
MTH,Consumer Discretionary,15.11098,0.32604,1.658816911,1.695451097
HSII,Industrials,8.39992,0.4413,1.659761404,1.102515627
QUAD,Industrials,-19.30659,0.43402,1.659955477,
BASFY,Materials,4.98618,0.27246,1.661650894,1.546880859
ALLT,Information Technology,-7.73165,0.50092,1.662420838,
PLXS,Information Technology,6.53561,0.32735,1.662507053,1.533280997
ITUB,Financials,-8.15292,0.33902,1.664687055,1.751927005
PBY,Consumer Discretionary,4.68613,0.38845,1.665330791,1.685637117
RBS,Financials,-5.32186,0.36187,1.666025525,
LVLT,Telecommunication Services,27.85709,0.4218,1.666057954,1.557434397
HT,Financials,3.45267,0.26759,1.666793189,1.915906463
GLPW,Industrials,-23.38383,0.40017,1.667106131,
MOS,Materials,-13.73255,0.30881,1.667655481,1.232426418
DRH,Financials,5.20892,0.25906,1.668083196,2.075576732
HFC,Energy,30.07492,0.36132,1.668485619,1.017218907
ON,Information Technology,5.52544,0.32961,1.669502584,1.838220902
KS,Materials,30.12676,0.38286,1.670570934,1.789535389
MHO,Consumer Discretionary,16.25155,0.39616,1.670950824,1.906870484
HST,Financials,2.77208,0.25489,1.671281084,2.101376499
EDGW,Information Technology,21.96022,0.4207,1.672621855,1.034694816
JCI,Consumer Discretionary,6.67827,0.25858,1.673716256,1.738807567
DAR,Consumer Staples,-2.65851,0.31076,1.673925076,1.685337361
CMI,Industrials,2.48677,0.28175,1.675065998,1.840043339
CF,Materials,14.42108,0.35088,1.675430874,1.101552339
EVR,Financials,15.49949,0.28665,1.675600076,
EMN,Materials,14.65319,0.27184,1.677306432,1.807553232
WBS,Financials,21.16322,0.26017,1.678089533,1.660897565
WOR,Materials,16.52469,0.32615,1.681953289,1.437149393
RDNT,Health Care,18.06994,0.61985,1.682181219,1.62902846
IMAX,Consumer Discretionary,7.09574,0.3877,1.682347481,1.578743054
VC,Consumer Discretionary,13.55613,0.3568,1.682864692,
DIOD,Information Technology,-1.99256,0.32718,1.683317198,1.966106904
IIN,Information Technology,12.7993,0.51368,1.683353673,0.503462611
PEGA,Information Technology,13.55545,0.45763,1.683543656,1.18423895
SDRL,Energy,-22.27267,0.41648,1.686163747,1.910073981
SNDK,Information Technology,11.36355,0.39611,1.687414497,1.705135324
CBT,Materials,6.50086,0.30614,1.687662248,1.666191682
AUDC,Information Technology,-2.45287,0.59574,1.688843366,1.79008043
GPK,Materials,36.48202,0.26227,1.689274056,1.935873152
KIRK,Consumer Discretionary,5.72965,0.44212,1.690758041,1.595669407
CVI,Energy,42.50647,0.44388,1.694154897,
RDWR,Information Technology,-0.0804,0.32129,1.695790912,1.301537069
ECPG,Financials,11.43994,0.37216,1.696081521,1.934823213
CCJ,Energy,-18.46874,0.37331,1.696545529,1.564661942
SYNA,Information Technology,26.31478,0.41808,1.696572368,1.312229697
RAD,Consumer Staples,52.91812,0.54818,1.697641777,2.24078406
FLR,Industrials,-2.37792,0.29457,1.698288273,1.389866928
BGCP,Financials,11.68997,0.35941,1.698992781,1.531147016
PRU,Financials,13.95346,0.26005,1.700193621,2.176422326
USAT,Information Technology,20.99233,0.60549,1.700335026,2.250198074
CYOU,Information Technology,-3.35369,0.46703,1.702277998,
SEOAY,Materials,6.20283,0.33312,1.704625047,1.66706398
CMC,Materials,2.53506,0.30143,1.70466494,1.51780735
PCAR,Industrials,1.90934,0.26986,1.705182236,1.442402724
RUSHA,Industrials,6.18805,0.3076,1.705214074,1.523443756
AXE,Information Technology,5.53729,0.28146,1.705448023,1.420097515
BGFV,Consumer Discretionary,-2.85355,0.52289,1.705515937,1.716417333
NHYDY,Materials,-5.9225,0.30569,1.707891979,1.859755406
SAN,Financials,-0.0691,0.32116,1.708899021,1.723954242
SCOR,Information Technology,13.67378,0.35338,1.709067077,
WHR,Consumer Discretionary,19.92963,0.35373,1.709639005,1.859870022
TOWR,Consumer Discretionary,15.57502,0.40573,1.710445024,
LAWS,Industrials,7.57768,0.45907,1.71081902,0.893637952
HLS,Health Care,15.36203,0.29754,1.711065051,1.504003058
SIRI,Consumer Discretionary,24.63022,0.29293,1.711125164,1.831555976
PAG,Consumer Discretionary,27.36327,0.32109,1.71175927,1.910622412
SAH,Consumer Discretionary,14.51906,0.32546,1.711801953,3.079081668
USAK,Industrials,9.06174,0.57418,1.712715318,0.988165447
AKZOY,Materials,7.1885,0.27739,1.713623198,1.459768624
OVTI,Information Technology,-0.53893,0.45714,1.713827623,1.466086686
KAR,Industrials,28.52736,0.30732,1.716956849,
ISLE,Consumer Discretionary,17.11781,0.42381,1.720220773,2.117713098
RS,Materials,7.75583,0.26635,1.720619921,1.478818283
BPI,Consumer Discretionary,-13.22344,0.46889,1.722068149,
CS,Financials,-7.34168,0.3142,1.723714481,1.466814294
AMP,Financials,19.52041,0.21767,1.725482677,1.88462772
TNP,Energy,1.56902,0.46416,1.725762063,1.055316113
GGG,Industrials,17.89094,0.24894,1.728225894,1.557222084
HAYN,Materials,1.00608,0.32591,1.728912554,2.052089152
CY,Information Technology,-4.75923,0.39033,1.730108374,1.660276778
EPAY,Information Technology,9.37263,0.30134,1.731941749,1.450927075
ARCB,Industrials,1.28156,0.54219,1.733306393,1.450994953
GGB,Materials,-31.80093,0.36964,1.734290525,1.803937655
JNS,Financials,10.5209,0.33663,1.73522099,2.382305419
GHM,Industrials,1.656,0.35694,1.735238983,1.903552718
IRS,Financials,3.00458,0.41303,1.738247174,1.736423435
IQNT,Telecommunication Services,19.03674,0.70246,1.73895969,
APOG,Industrials,38.43807,0.334,1.739166885,1.747540778
PDCE,Energy,9.36014,0.53076,1.740036926,1.738037601
SCHN,Materials,-19.97341,0.3684,1.740288852,1.819160626
FLS,Industrials,6.45988,0.28678,1.740708921,1.599010566
TRMB,Information Technology,3.79249,0.35254,1.74105338,1.647780187
IBN,Financials,-2.57359,0.39723,1.741178226,2.132544033
EXAM,Health Care,9.28446,0.4666,1.742891931,
JPM,Financials,15.09236,0.26279,1.744193899,1.31508932
HLIT,Information Technology,-3.64387,0.33533,1.74676384,1.440566218
CALX,Information Technology,-9.47895,0.48435,1.747099447,
JEC,Industrials,2.24114,0.27769,1.74933882,1.445483228
NTGR,Information Technology,6.47842,0.39091,1.751057695,1.728799055
CMN,Health Care,49.35778,0.34434,1.751525516,1.016375642
YPF,Energy,-12.59036,0.5568,1.752780947,1.040261906
WIRE,Industrials,14.17726,0.36375,1.753663976,0.973081974
BX,Financials,25.91349,0.28616,1.753904289,
ARW,Information Technology,11.98806,0.26302,1.754343298,1.624032895
KMT,Industrials,-1.70436,0.28112,1.754744376,1.638545937
CAA,Consumer Discretionary,19.1246,0.34464,1.755317932,2.128384372
NYT,Consumer Discretionary,10.08362,0.36067,1.755418029,1.583389557
ESI,Consumer Discretionary,-43.61164,0.83657,1.756102835,0.862668779
UEIC,Consumer Discretionary,13.63823,0.37441,1.756974453,1.089340899
DXPE,Industrials,7.68048,0.45274,1.758383641,1.66598529
AYR,Industrials,21.35825,0.28625,1.759153654,
EXP,Materials,20.16073,0.32528,1.759336718,1.350808449
MSLI,Health Care,10.62098,0.64455,1.759722738,1.101727065
ANIK,Health Care,46.5358,0.46413,1.761655139,1.470532322
MSA,Industrials,13.10456,0.29926,1.762003555,1.301642262
GS,Financials,5.15158,0.26732,1.762429817,1.480992881
BBD,--,-13.57892,0.34671,1.763350505,1.718737467
RIO,Materials,-9.71082,0.31445,1.768586737,1.545256325
USAP,Materials,-19.82506,0.47376,1.771255417,2.036058431
LSCC,Information Technology,5.43328,0.41342,1.771266702,1.679522597
MGM,Consumer Discretionary,13.0708,0.38099,1.771917161,3.248547306
CVO,Industrials,-20.31776,0.43753,1.772503009,2.057783532
WYNN,Consumer Discretionary,-5.46215,0.38662,1.774914514,2.294820351
PFG,Financials,16.26103,0.23694,1.775475736,2.522437251
CKP,Information Technology,-18.85187,0.37465,1.777002482,1.676293859
RRD,Industrials,7.17504,0.35759,1.778347288,1.904323823
BBCN,Financials,19.83858,0.29499,1.778982529,1.60526716
BWA,Consumer Discretionary,7.89164,0.29018,1.781595921,1.518044703
ASMIY,--,15.19451,0.37689,1.78166003,2.089907468
SF,Financials,5.23313,0.2858,1.784277206,1.269492602
JMBA,Consumer Discretionary,6.2475,0.43292,1.784616989,2.196174673
CFX,Industrials,8.95728,0.33636,1.785640451,
TGH,Industrials,-7.17365,0.35307,1.785741497,
ZION,Financials,9.65416,0.2803,1.786556217,1.27528343
MDC,Consumer Discretionary,5.04725,0.33159,1.790002633,1.139702097
AIR,Industrials,1.17925,0.37178,1.790986135,1.326668008
PACW,Financials,25.71063,0.27231,1.794343564,20.28110745
CTXS,Information Technology,2.25555,0.35576,1.79443183,1.266339167
WEX,Information Technology,16.71815,0.27617,1.796419337,1.668542051
GIII,Consumer Discretionary,27.61545,0.43772,1.796870424,2.234328993
BAC,Financials,9.755,0.34786,1.797091521,2.082870562
PAY,Information Technology,-3.41919,0.43233,1.797359863,1.868185125
CLMS,Financials,0.19053,0.28708,1.798357598,2.81687276
ICON,Consumer Discretionary,-17.64845,0.4103,1.798715237,1.545326742
